# BUSCO version is: 3.1.0 
# The lineage dataset is: basidiomycota_odb9 (Creation date: 2016-02-13, number of species: 25, number of BUSCOs: 1335)
# To reproduce this run: python /apps/busco/3.1.0/scripts/run_BUSCO.py -i genome_example.fasta -o buscov3_genome_example -l /scratch1/spe12g/basidiomycota_odb9/ -m genome -c 4 -sp coprinus
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092R000C	Missing
EOG092R000I	Missing
EOG092R002M	Missing
EOG092R002N	Missing
EOG092R002P	Missing
EOG092R002R	Duplicated	tig00000001	1195314	1204588	2456.4	1904
EOG092R002R	Duplicated	tig00000046	1082491	1091765	2457.5	1906
EOG092R0036	Duplicated	tig00000001	3853747	3863148	1026.0	892
EOG092R0036	Duplicated	tig00000091	951275	960675	1025.9	892
EOG092R0037	Missing
EOG092R003W	Missing
EOG092R003Y	Missing
EOG092R004L	Duplicated	tig00000001	9258351	9265594	3058.3	1863
EOG092R004L	Duplicated	tig00000098	785198	792441	3062.6	1863
EOG092R005X	Duplicated	tig00000699	3597101	3601309	1457.7	892
EOG092R005X	Duplicated	tig00001391	13362	17570	1455.6	892
EOG092R0065	Duplicated	tig00000001	8197812	8204015	454.5	398
EOG092R0065	Duplicated	tig00000077	172564	178761	454.5	398
EOG092R006C	Missing
EOG092R007J	Missing
EOG092R0089	Missing
EOG092R008D	Missing
EOG092R009A	Duplicated	tig00000001	6911820	6923899	2137.6	1348
EOG092R009A	Duplicated	tig00000077	1577808	1589718	2137.5	1349
EOG092R009I	Duplicated	tig00000286	3569371	3575266	1926.3	1311
EOG092R009I	Duplicated	tig00000332	194030	201285	1928.0	1342
EOG092R00AR	Missing
EOG092R00BP	Fragmented	tig00000001	7884350	7890425	354.3	374
EOG092R00D3	Duplicated	tig00000286	1443186	1449284	1521.9	875
EOG092R00D3	Duplicated	tig00000339	594652	600740	1522.0	875
EOG092R00DU	Missing
EOG092R00E1	Missing
EOG092R00GS	Missing
EOG092R00H5	Missing
EOG092R00H7	Missing
EOG092R00HC	Missing
EOG092R00HK	Missing
EOG092R00HN	Missing
EOG092R00IN	Missing
EOG092R00IT	Missing
EOG092R00JG	Duplicated	tig00000001	8183790	8189757	542.5	409
EOG092R00JG	Duplicated	tig00000077	186319	192778	539.4	414
EOG092R00K3	Missing
EOG092R00K7	Duplicated	tig00000287	2556115	2563605	276.2	462
EOG092R00K7	Duplicated	tig00000599	113429	120919	275.6	463
EOG092R00KS	Missing
EOG092R00LO	Missing
EOG092R00LR	Missing
EOG092R00LZ	Duplicated	tig00000001	9161441	9165595	1540.5	918
EOG092R00LZ	Duplicated	tig00000098	712536	716690	1537.2	918
EOG092R00MF	Missing
EOG092R00MU	Missing
EOG092R00N4	Duplicated	tig00000001	1539455	1553420	1188.2	948
EOG092R00N4	Duplicated	tig00000046	715550	729515	1187.9	948
EOG092R00NJ	Missing
EOG092R00NQ	Missing
EOG092R00O2	Duplicated	tig00000001	318647	322482	512.4	503
EOG092R00O2	Duplicated	tig00001493	282243	285575	512.4	503
EOG092R00OU	Complete	tig00000699	2342457	2347560	573.5	582
EOG092R00QB	Missing
EOG092R00QP	Missing
EOG092R00QR	Duplicated	tig00000287	1034027	1038714	1319.8	858
EOG092R00QR	Duplicated	tig00000650	181504	186191	1319.8	858
EOG092R00QT	Missing
EOG092R00RF	Missing
EOG092R00RR	Fragmented	tig00000001	8527958	8537659	295.3	287
EOG092R00TL	Missing
EOG092R00TN	Missing
EOG092R00TW	Missing
EOG092R00U5	Duplicated	tig00000287	3324944	3329146	1789.6	958
EOG092R00U5	Duplicated	tig00000606	195052	199255	1786.8	958
EOG092R00UA	Missing
EOG092R00UP	Missing
EOG092R00V6	Missing
EOG092R00VH	Missing
EOG092R00VP	Missing
EOG092R00VV	Duplicated	tig00000001	6750681	6758506	322.3	715
EOG092R00VV	Duplicated	tig00000077	1760208	1768076	340.4	730
EOG092R00WG	Missing
EOG092R00XS	Duplicated	tig00000001	7509686	7514464	911.5	966
EOG092R00XS	Duplicated	tig00000077	1013242	1018098	911.3	966
EOG092R00XY	Missing
EOG092R00YY	Missing
EOG092R00ZY	Missing
EOG092R0100	Missing
EOG092R0104	Missing
EOG092R0112	Missing
EOG092R0115	Missing
EOG092R011X	Duplicated	tig00000699	1869989	1872504	515.0	373
EOG092R011X	Duplicated	tig00000756	74615	77130	515.0	373
EOG092R011Y	Missing
EOG092R0120	Missing
EOG092R013F	Missing
EOG092R013M	Missing
EOG092R0145	Missing
EOG092R0149	Missing
EOG092R014B	Missing
EOG092R014H	Duplicated	tig00000286	1305555	1310282	1704.0	942
EOG092R014H	Duplicated	tig00000339	485766	490493	1704.0	942
EOG092R014P	Missing
EOG092R015U	Missing
EOG092R016F	Missing
EOG092R0171	Missing
EOG092R0185	Missing
EOG092R018U	Missing
EOG092R0193	Missing
EOG092R01AJ	Duplicated	tig00000287	1862008	1865857	1239.8	790
EOG092R01AJ	Duplicated	tig00000600	379871	383720	1239.8	790
EOG092R01AJ	Duplicated	tig00000637	277283	281132	1239.8	790
EOG092R01AN	Duplicated	tig00000001	8892115	8898644	1426.1	1061
EOG092R01AN	Duplicated	tig00000098	462394	468923	1426.1	1061
EOG092R01B4	Missing
EOG092R01B7	Missing
EOG092R01BL	Missing
EOG092R01BN	Missing
EOG092R01BO	Duplicated	tig00000001	5938407	5942713	909.1	676
EOG092R01BO	Duplicated	tig00000059	474839	479145	909.1	676
EOG092R01C1	Duplicated	tig00000001	6443254	6450658	910.4	1013
EOG092R01C1	Duplicated	tig00000077	2064729	2072133	910.4	1013
EOG092R01C6	Missing
EOG092R01DK	Missing
EOG092R01DL	Missing
EOG092R01DU	Missing
EOG092R01DY	Missing
EOG092R01E1	Duplicated	tig00000286	116430	120830	704.0	663
EOG092R01E1	Duplicated	tig00000318	369468	373862	704.1	663
EOG092R01E2	Missing
EOG092R01EF	Missing
EOG092R01EV	Missing
